flow_id,src_ip,dst_ip,bytes_in,bytes_out,ratio_out_in,is_attack
f00020,192.168.1.142,13.107.21.200,41575299,68404,0.0016,False
f00281,192.168.1.74,172.217.0.14,141487073,93477,0.0007,False
f00372,192.168.1.35,198.51.100.2,101114435,27910,0.0003,False
f01103,192.168.1.120,45.77.12.10,12436,44735098,3597.23,True
f00355,192.168.1.33,198.51.100.2,112846456,32232,0.0003,False
f00168,192.168.1.211,203.0.113.9,23075263,35883,0.0016,False
f00947,192.168.1.19,45.77.12.12,1548,3612997,2333.98,True
f00154,192.168.1.11,151.101.1.69,24442774,42276,0.0017,False
f00961,192.168.1.45,45.77.12.12,13481,21116115,1566.36,True
f00368,192.168.1.86,142.250.80.14,8153866,39836,0.0049,False
f00883,192.168.1.120,194.26.29.112,9097,13670883,1502.79,True
f00713,192.168.1.120,91.108.4.182,18820,64962054,3451.76,True
f00304,192.168.1.71,142.250.80.14,1219534,4442,0.0036,False
f00903,192.168.1.33,45.77.12.12,11897,34799724,2925.08,True
f00650,192.168.1.204,45.77.12.12,2814,2862791,1017.34,True
f00504,192.168.1.66,172.217.0.14,36200163,17815,0.0005,False
f01069,192.168.1.33,91.108.4.182,22374,76927745,3438.27,True
f00323,192.168.1.141,198.51.100.2,1238405,8529,0.0069,False
f00709,192.168.1.89,91.108.4.182,13311,14720925,1105.92,True
f00124,192.168.1.58,172.217.0.14,148141299,59032,0.0004,False
f01044,192.168.1.204,45.77.12.11,17681,93838280,5307.29,True
f00287,192.168.1.107,142.250.80.14,15823793,36444,0.0023,False
f00913,192.168.1.19,45.77.12.10,3672,5947571,1619.71,True
f00461,192.168.1.101,172.217.0.14,23190695,16224,0.0007,False
f00631,192.168.1.19,194.26.29.112,13330,59224545,4442.95,True
f01085,192.168.1.204,194.26.29.112,23596,76710176,3250.98,True
f00146,192.168.1.18,142.250.80.14,94822852,38603,0.0004,False
f00393,192.168.1.180,13.107.21.200,124445995,42406,0.0003,False
f01075,192.168.1.45,91.108.4.182,10518,39705178,3774.97,True
f00290,192.168.1.146,203.0.113.9,1033621,16220,0.0157,False
f00298,192.168.1.201,198.51.100.2,10859705,15733,0.0014,False
f00360,192.168.1.69,13.107.21.200,15511898,47433,0.0031,False
f00995,192.168.1.120,45.77.12.9,19097,74627869,3907.83,True
f00918,192.168.1.45,45.77.12.11,15547,64831482,4170.03,True
f00478,192.168.1.176,172.217.0.14,8806590,23448,0.0027,False
f01194,192.168.1.33,194.26.29.112,1253,9476828,7563.31,True
f01056,192.168.1.33,194.26.29.112,8578,111118213,12953.86,True
f00081,192.168.1.181,198.51.100.2,9532785,21317,0.0022,False
f00053,192.168.1.58,104.16.85.20,19430990,18659,0.001,False
f00980,192.168.1.33,45.77.12.9,15335,46463534,3029.9,True
f01125,192.168.1.89,185.220.101.88,10162,34346253,3379.87,True
f00862,192.168.1.204,45.77.12.9,9715,28272062,2910.15,True
f01141,192.168.1.204,45.77.12.11,12023,112112247,9324.81,True
f00114,192.168.1.199,203.0.113.9,76755758,51927,0.0007,False
f00677,192.168.1.33,91.108.4.182,1596,14134593,8856.26,True
f00761,192.168.1.204,45.77.12.12,2934,10535690,3590.9,True
f00251,192.168.1.131,203.0.113.9,633273,12003,0.019,False
f00940,192.168.1.33,185.220.101.88,5095,32655519,6409.33,True
f00853,192.168.1.45,185.220.101.88,2423,8443897,3484.89,True
f00794,192.168.1.19,91.108.4.182,2518,8950123,3554.46,True
f00206,192.168.1.95,198.51.100.2,1293434,14485,0.0112,False
f00764,192.168.1.120,45.77.12.10,3594,9327697,2595.35,True
f00643,192.168.1.89,45.77.12.12,15483,60354925,3898.14,True
f01101,192.168.1.120,45.77.12.11,2804,12814314,4570.01,True
f00950,192.168.1.120,194.26.29.112,10171,87108105,8564.36,True
f00003,192.168.1.180,203.0.113.9,1162577,5360,0.0046,False
f00917,192.168.1.204,185.220.101.88,6527,26996006,4136.05,True
f00440,192.168.1.211,13.107.21.200,35815452,82593,0.0023,False
f00037,192.168.1.21,142.250.80.14,13008407,22379,0.0017,False
f00218,192.168.1.76,198.51.100.2,1080197,13323,0.0123,False
f00335,192.168.1.30,13.107.21.200,30769918,51200,0.0017,False
f00121,192.168.1.163,198.51.100.2,1434778,6551,0.0046,False
f00233,192.168.1.182,142.250.80.14,99510690,34423,0.0003,False
f00881,192.168.1.45,91.108.4.182,8807,24768898,2812.41,True
f00674,192.168.1.19,45.77.12.12,2725,10557024,3874.14,True
f00882,192.168.1.120,45.77.12.10,12878,35702924,2772.4,True
f00172,192.168.1.41,151.101.1.69,47885386,83112,0.0017,False
f00302,192.168.1.204,172.217.0.14,1199923,8231,0.0069,False
f00223,192.168.1.127,198.51.100.2,38427542,50832,0.0013,False
f00892,192.168.1.120,45.77.12.9,23580,61336087,2601.19,True
f00120,192.168.1.181,203.0.113.9,115179608,94963,0.0008,False
f00586,192.168.1.91,142.250.80.14,105169375,89362,0.0008,False
f00208,192.168.1.45,13.107.21.200,48991244,51430,0.001,False
f00524,192.168.1.161,203.0.113.9,54577136,72482,0.0013,False
f00809,192.168.1.19,45.77.12.11,9960,22687048,2277.82,True
f00590,192.168.1.197,142.250.80.14,36823125,76591,0.0021,False
f00986,192.168.1.33,45.77.12.9,2165,4615207,2131.74,True
f00946,192.168.1.120,45.77.12.10,3546,11155788,3146.02,True
f00089,192.168.1.146,203.0.113.9,560336,13986,0.025,False
f00128,192.168.1.125,142.250.80.14,112101666,26868,0.0002,False
f00887,192.168.1.19,91.108.4.182,18536,59475413,3208.64,True
f00425,192.168.1.50,142.250.80.14,1294037,8561,0.0066,False
f00286,192.168.1.23,142.250.80.14,126364440,85607,0.0007,False
f00094,192.168.1.207,104.16.85.20,7466968,50706,0.0068,False
f00129,192.168.1.206,142.250.80.14,40398272,47827,0.0012,False
f00623,192.168.1.19,45.77.12.12,2345,2993538,1276.56,True
f00610,192.168.1.45,194.26.29.112,5914,40563266,6858.85,True
f01011,192.168.1.19,185.220.101.88,11172,26217153,2346.68,True
f00210,192.168.1.174,151.101.1.69,379481,10935,0.0288,False
f00681,192.168.1.120,45.77.12.10,14074,19253174,1368.0,True
f00840,192.168.1.19,185.220.101.88,3670,3588142,977.7,True
f00485,192.168.1.211,151.101.1.69,51595670,80006,0.0016,False
f00117,192.168.1.215,13.107.21.200,65690037,81133,0.0012,False
f00104,192.168.1.13,142.250.80.14,456228,13391,0.0294,False
f00785,192.168.1.120,45.77.12.11,5361,29117358,5431.33,True
f00026,192.168.1.23,151.101.1.69,29037233,57461,0.002,False
f00178,192.168.1.67,198.51.100.2,250490,8023,0.032,False
f00265,192.168.1.106,172.217.0.14,6792866,26153,0.0039,False
f00364,192.168.1.67,198.51.100.2,116513549,88148,0.0008,False
f00801,192.168.1.120,45.77.12.10,1353,6803930,5028.77,True
f00325,192.168.1.206,203.0.113.9,399928,8841,0.0221,False
f00195,192.168.1.59,151.101.1.69,6342601,39286,0.0062,False
f00442,192.168.1.29,142.250.80.14,119915314,34669,0.0003,False
f00447,192.168.1.24,198.51.100.2,37961129,40929,0.0011,False
f00045,192.168.1.147,142.250.80.14,27534975,17164,0.0006,False
f00905,192.168.1.120,185.220.101.88,7816,16077429,2056.99,True
f00404,192.168.1.112,104.16.85.20,21856487,25212,0.0012,False
f00884,192.168.1.204,45.77.12.10,15984,91068576,5697.48,True
f00483,192.168.1.86,203.0.113.9,83886828,89554,0.0011,False
f00092,192.168.1.24,203.0.113.9,6691628,46387,0.0069,False
f00622,192.168.1.89,91.108.4.182,2777,3642423,1311.64,True
f00598,192.168.1.89,104.16.85.20,70002229,40539,0.0006,False
f00303,192.168.1.168,104.16.85.20,74918280,36883,0.0005,False
f00906,192.168.1.204,185.220.101.88,2150,8956413,4165.77,True
f00454,192.168.1.33,198.51.100.2,108703037,78359,0.0007,False
f00573,192.168.1.121,172.217.0.14,971486,15929,0.0164,False
f00163,192.168.1.167,198.51.100.2,115846739,73183,0.0006,False
f00127,192.168.1.19,198.51.100.2,773535,13252,0.0171,False
f00406,192.168.1.117,142.250.80.14,24835469,92086,0.0037,False
f01039,192.168.1.33,91.108.4.182,13989,13915855,994.77,True
f00521,192.168.1.54,13.107.21.200,12494770,33014,0.0026,False
f00274,192.168.1.188,142.250.80.14,30394033,86513,0.0028,False
f00935,192.168.1.45,45.77.12.12,13775,33769821,2451.53,True
f00514,192.168.1.204,198.51.100.2,877294,7474,0.0085,False
f00451,192.168.1.69,13.107.21.200,35780305,33067,0.0009,False
f00701,192.168.1.204,194.26.29.112,1581,7572166,4789.48,True
f00543,192.168.1.207,198.51.100.2,27758529,20753,0.0007,False
f00316,192.168.1.190,198.51.100.2,135836954,34259,0.0003,False
f00142,192.168.1.57,198.51.100.2,36777055,57231,0.0016,False
f00414,192.168.1.136,198.51.100.2,94858753,42050,0.0004,False
f00244,192.168.1.212,198.51.100.2,106855092,86025,0.0008,False
f00655,192.168.1.89,45.77.12.11,1953,13212518,6765.24,True
f00334,192.168.1.56,104.16.85.20,18977106,16143,0.0009,False
f00885,192.168.1.89,45.77.12.9,20610,48677286,2361.83,True
f00716,192.168.1.45,185.220.101.88,13607,25046018,1840.67,True
f00807,192.168.1.89,185.220.101.88,7903,31680454,4008.66,True
f00506,192.168.1.70,104.16.85.20,1315317,6738,0.0051,False
f00408,192.168.1.31,198.51.100.2,127867082,46269,0.0004,False
f00130,192.168.1.114,203.0.113.9,33086335,36760,0.0011,False
f01091,192.168.1.45,91.108.4.182,10441,29581032,2833.16,True
f00959,192.168.1.45,185.220.101.88,15475,98950670,6394.23,True
f01065,192.168.1.89,185.220.101.88,5384,28997450,5385.86,True
f00828,192.168.1.120,45.77.12.11,21564,55354317,2566.98,True
f01014,192.168.1.120,45.77.12.9,6928,35839371,5173.12,True
f01170,192.168.1.33,185.220.101.88,3125,8000686,2560.22,True
f00179,192.168.1.63,151.101.1.69,737161,16617,0.0225,False
f00430,192.168.1.38,151.101.1.69,1402140,16147,0.0115,False
f00167,192.168.1.134,198.51.100.2,1444026,9882,0.0068,False
f01029,192.168.1.33,45.77.12.10,9700,33029446,3405.1,True
f00987,192.168.1.89,45.77.12.12,1324,3086787,2331.41,True
f00046,192.168.1.93,151.101.1.69,1031829,17798,0.0172,False
f01030,192.168.1.204,185.220.101.88,24228,64276574,2652.99,True
f00628,192.168.1.204,185.220.101.88,1618,5827711,3601.8,True
f00915,192.168.1.33,45.77.12.12,3993,8759973,2193.83,True
f00497,192.168.1.47,151.101.1.69,778161,4011,0.0052,False
f00349,192.168.1.54,151.101.1.69,8747463,17518,0.002,False
f00161,192.168.1.60,142.250.80.14,41187123,55686,0.0014,False
f00519,192.168.1.43,151.101.1.69,28072357,50179,0.0018,False
f00062,192.168.1.132,104.16.85.20,64402166,39251,0.0006,False
f00166,192.168.1.109,13.107.21.200,21307854,47905,0.0022,False
f00133,192.168.1.96,13.107.21.200,136512732,25876,0.0002,False
f00705,192.168.1.89,45.77.12.9,11803,35738454,3027.91,True
f00941,192.168.1.204,91.108.4.182,10700,25263290,2361.06,True
f01151,192.168.1.89,91.108.4.182,1128,14476504,12833.78,True
f00312,192.168.1.143,198.51.100.2,393451,16133,0.041,False
f00873,192.168.1.204,185.220.101.88,13174,57644681,4375.64,True
f00390,192.168.1.187,172.217.0.14,132737590,63534,0.0005,False
f00767,192.168.1.45,45.77.12.9,3597,6186396,1719.88,True
f00198,192.168.1.171,172.217.0.14,666658,8277,0.0124,False
f00773,192.168.1.89,91.108.4.182,13045,23326874,1788.19,True
f00975,192.168.1.120,185.220.101.88,10896,22596132,2073.8,True
f00234,192.168.1.111,203.0.113.9,1223392,14617,0.0119,False
f00125,192.168.1.184,203.0.113.9,34546460,45310,0.0013,False
f00599,192.168.1.220,198.51.100.2,55589514,48241,0.0009,False
f00291,192.168.1.37,172.217.0.14,41884084,40903,0.001,False
f01031,192.168.1.204,194.26.29.112,17288,90623939,5242.01,True
f00202,192.168.1.196,13.107.21.200,11286140,36904,0.0033,False
f00624,192.168.1.204,185.220.101.88,7177,29435643,4101.39,True
f00069,192.168.1.114,104.16.85.20,13754165,53123,0.0039,False
f00618,192.168.1.45,45.77.12.9,18617,115274246,6191.88,True
f00397,192.168.1.192,142.250.80.14,32287341,50020,0.0015,False
f00956,192.168.1.120,45.77.12.12,1796,11852950,6599.64,True
f00664,192.168.1.89,45.77.12.12,1036,11414134,11017.5,True
f00977,192.168.1.19,91.108.4.182,24399,88899779,3643.58,True
f00513,192.168.1.165,203.0.113.9,33204698,20291,0.0006,False
f00008,192.168.1.122,13.107.21.200,29824812,27522,0.0009,False
f00922,192.168.1.89,45.77.12.10,10046,80728574,8035.89,True
f01154,192.168.1.45,45.77.12.12,8584,18506313,2155.91,True
f00929,192.168.1.19,45.77.12.12,3692,8679079,2350.78,True
f00698,192.168.1.204,45.77.12.12,24718,69440815,2809.32,True
f00241,192.168.1.97,172.217.0.14,29266827,15823,0.0005,False
f01012,192.168.1.33,45.77.12.10,16828,90759435,5393.36,True
f00816,192.168.1.89,45.77.12.12,6025,14446239,2397.72,True
f00039,192.168.1.126,151.101.1.69,675859,12346,0.0183,False
f00068,192.168.1.195,198.51.100.2,142250077,80621,0.0006,False
f00212,192.168.1.12,104.16.85.20,20057651,48631,0.0024,False
f00187,192.168.1.182,198.51.100.2,38333468,68287,0.0018,False
f00832,192.168.1.120,45.77.12.12,11699,18974636,1621.9,True
f00916,192.168.1.33,45.77.12.10,21920,114447638,5221.15,True
f01064,192.168.1.120,45.77.12.10,2080,9253304,4448.7,True
f00254,192.168.1.171,13.107.21.200,873206,13935,0.016,False
f00253,192.168.1.53,172.217.0.14,148500069,52779,0.0004,False
f00289,192.168.1.122,13.107.21.200,42159620,42902,0.001,False
f01025,192.168.1.33,194.26.29.112,17250,42546607,2466.47,True
f00787,192.168.1.204,194.26.29.112,13104,17614708,1344.22,True
f01196,192.168.1.19,185.220.101.88,2195,2687686,1224.46,True
f00090,192.168.1.33,172.217.0.14,38357807,25802,0.0007,False
f00433,192.168.1.127,142.250.80.14,1406069,5687,0.004,False
f00505,192.168.1.85,203.0.113.9,27259037,78406,0.0029,False
f01042,192.168.1.45,91.108.4.182,2820,6379487,2262.23,True
f00595,192.168.1.44,142.250.80.14,961933,4366,0.0045,False
f01048,192.168.1.19,45.77.12.9,3461,14198347,4102.38,True
f00532,192.168.1.180,142.250.80.14,24758539,40902,0.0017,False
f00507,192.168.1.71,104.16.85.20,1093873,11095,0.0101,False
f00071,192.168.1.132,104.16.85.20,41644816,18735,0.0004,False
f00374,192.168.1.95,13.107.21.200,101315072,68706,0.0007,False
f00095,192.168.1.213,104.16.85.20,124875751,69301,0.0006,False
f00784,192.168.1.89,185.220.101.88,7577,26344249,3476.87,True
f00375,192.168.1.152,104.16.85.20,1408627,12582,0.0089,False
f00578,192.168.1.124,142.250.80.14,1382699,16314,0.0118,False
f01104,192.168.1.89,185.220.101.88,9037,67258891,7442.61,True
f01093,192.168.1.89,91.108.4.182,15352,96516897,6286.93,True
f00997,192.168.1.89,45.77.12.10,6852,30394388,4435.84,True
f00518,192.168.1.186,198.51.100.2,138352160,39098,0.0003,False
f00512,192.168.1.44,142.250.80.14,74370549,72554,0.001,False
f01046,192.168.1.120,45.77.12.12,10579,44168897,4175.15,True
f00027,192.168.1.129,142.250.80.14,7523388,55500,0.0074,False
f00923,192.168.1.204,45.77.12.12,19614,116481634,5938.7,True
f00344,192.168.1.12,13.107.21.200,1141913,14650,0.0128,False
f00926,192.168.1.33,194.26.29.112,15619,119556704,7654.57,True
f00619,192.168.1.89,45.77.12.9,3163,3806001,1203.29,True
f00398,192.168.1.46,203.0.113.9,444704,13435,0.0302,False
f00309,192.168.1.53,13.107.21.200,110366495,65113,0.0006,False
f00310,192.168.1.192,13.107.21.200,279683,7423,0.0265,False
f00446,192.168.1.103,172.217.0.14,14895457,43094,0.0029,False
f01138,192.168.1.45,45.77.12.9,22823,79139066,3467.51,True
f00022,192.168.1.61,104.16.85.20,36003695,35830,0.001,False
f00829,192.168.1.204,185.220.101.88,3812,11334564,2973.39,True
f00636,192.168.1.120,45.77.12.11,6877,12007626,1746.06,True
f00889,192.168.1.19,45.77.12.12,1706,12420880,7280.7,True
f01076,192.168.1.45,45.77.12.10,9500,84572959,8902.42,True
f00870,192.168.1.19,45.77.12.12,3103,6420669,2069.18,True
f00824,192.168.1.120,45.77.12.9,6498,23815151,3665.0,True
f00238,192.168.1.130,151.101.1.69,10449896,27064,0.0026,False
f01144,192.168.1.19,45.77.12.12,10754,39705617,3692.17,True
f00106,192.168.1.13,13.107.21.200,149060463,56712,0.0004,False
f00242,192.168.1.85,203.0.113.9,31872517,30805,0.001,False
f00328,192.168.1.145,142.250.80.14,99927571,68088,0.0007,False
f00400,192.168.1.57,142.250.80.14,42556763,55457,0.0013,False
f00346,192.168.1.107,151.101.1.69,11950075,40091,0.0034,False
f00633,192.168.1.204,45.77.12.10,13696,21298199,1555.07,True
f00847,192.168.1.19,45.77.12.9,13394,32033488,2391.63,True
f00060,192.168.1.75,142.250.80.14,1457588,8552,0.0059,False
f00347,192.168.1.177,172.217.0.14,14942265,55496,0.0037,False
f00707,192.168.1.204,45.77.12.9,12397,74190003,5984.51,True
f01200,192.168.1.19,45.77.12.9,1488,7164097,4814.58,True
f00837,192.168.1.120,45.77.12.11,5044,28311449,5612.9,True
f01074,192.168.1.33,45.77.12.11,3548,6731381,1897.23,True
f01109,192.168.1.33,45.77.12.10,6869,25634260,3731.88,True
f01177,192.168.1.204,91.108.4.182,20200,51772846,2563.01,True
f00449,192.168.1.153,142.250.80.14,1478222,7983,0.0054,False
f01145,192.168.1.19,194.26.29.112,2213,12238939,5530.47,True
f01117,192.168.1.89,185.220.101.88,22396,70054701,3128.0,True
f00157,192.168.1.204,104.16.85.20,31468869,42349,0.0013,False
f00572,192.168.1.28,142.250.80.14,126517800,49655,0.0004,False
f00852,192.168.1.33,194.26.29.112,2854,4082269,1430.37,True
f00295,192.168.1.57,142.250.80.14,35782368,39426,0.0011,False
f00091,192.168.1.114,203.0.113.9,94612971,80197,0.0008,False
f00755,192.168.1.45,45.77.12.12,23736,111360643,4691.63,True
f00085,192.168.1.131,104.16.85.20,697208,7000,0.01,False
f00637,192.168.1.45,45.77.12.11,23313,99851537,4283.08,True
f00486,192.168.1.89,172.217.0.14,109266001,66161,0.0006,False
f00131,192.168.1.61,142.250.80.14,537913,7353,0.0137,False
f01179,192.168.1.204,185.220.101.88,13534,26824148,1981.98,True
f00817,192.168.1.204,45.77.12.10,12349,42748495,3461.7,True
f00803,192.168.1.120,45.77.12.10,6533,28326450,4335.9,True
f01128,192.168.1.45,91.108.4.182,11497,46428075,4038.28,True
f01166,192.168.1.89,185.220.101.88,3340,14584305,4366.56,True
f01026,192.168.1.120,45.77.12.9,23064,76776167,3328.83,True
f01002,192.168.1.19,45.77.12.9,12092,27034332,2235.72,True
f00018,192.168.1.111,198.51.100.2,738709,4666,0.0063,False
f00571,192.168.1.220,198.51.100.2,96729625,50779,0.0005,False
f00849,192.168.1.19,185.220.101.88,10696,97204781,9087.96,True
f01159,192.168.1.33,194.26.29.112,18386,55747983,3032.09,True
f00443,192.168.1.67,13.107.21.200,34202737,50576,0.0015,False
f00876,192.168.1.45,45.77.12.9,3088,8384742,2715.27,True
f01139,192.168.1.45,45.77.12.9,8757,15631778,1785.06,True
f00983,192.168.1.89,194.26.29.112,6946,18904063,2721.58,True
f00017,192.168.1.93,142.250.80.14,60507511,77500,0.0013,False
f01167,192.168.1.19,45.77.12.9,18801,111886423,5951.09,True
f00188,192.168.1.61,13.107.21.200,1235767,16681,0.0135,False
f00612,192.168.1.19,45.77.12.9,5292,34768206,6569.96,True
f01143,192.168.1.89,194.26.29.112,22506,53580342,2380.71,True
f00907,192.168.1.19,194.26.29.112,8681,87218274,10047.03,True
f00823,192.168.1.19,45.77.12.11,23923,53967356,2255.88,True
f01153,192.168.1.204,91.108.4.182,5888,19657326,3338.54,True
f01130,192.168.1.19,91.108.4.182,12396,39727388,3204.86,True
f00579,192.168.1.180,151.101.1.69,5183024,22408,0.0043,False
f01160,192.168.1.89,91.108.4.182,8288,40854060,4929.3,True
f00231,192.168.1.119,172.217.0.14,22201262,40861,0.0018,False
f00704,192.168.1.204,45.77.12.12,20861,107745590,5164.93,True
f00685,192.168.1.45,194.26.29.112,2695,9593800,3559.85,True
f00967,192.168.1.45,45.77.12.9,14473,66285275,4579.93,True
f00144,192.168.1.168,203.0.113.9,925743,7268,0.0079,False
f00496,192.168.1.164,203.0.113.9,41700704,34000,0.0008,False
f00382,192.168.1.195,172.217.0.14,148969162,90547,0.0006,False
f00351,192.168.1.86,198.51.100.2,1233992,9984,0.0081,False
f00972,192.168.1.204,45.77.12.11,1050,7241201,6896.38,True
f00373,192.168.1.116,172.217.0.14,342025,5459,0.016,False
f00469,192.168.1.102,151.101.1.69,29483943,59580,0.002,False
f01123,192.168.1.19,194.26.29.112,6430,22358386,3477.2,True
f00132,192.168.1.85,203.0.113.9,37614311,46285,0.0012,False
f00199,192.168.1.167,203.0.113.9,14716654,49744,0.0034,False
f00428,192.168.1.135,151.101.1.69,27607625,62976,0.0023,False
f01100,192.168.1.19,45.77.12.9,12805,53760153,4198.37,True
f00105,192.168.1.62,104.16.85.20,94876524,34692,0.0004,False
f00067,192.168.1.53,151.101.1.69,42655355,42927,0.001,False
f00966,192.168.1.120,45.77.12.10,2929,5986371,2043.83,True
f00684,192.168.1.19,45.77.12.11,3182,13540959,4255.49,True
f00890,192.168.1.89,45.77.12.9,9062,68477042,7556.5,True
f00226,192.168.1.111,104.16.85.20,53780817,92137,0.0017,False
f00384,192.168.1.121,172.217.0.14,145153431,28549,0.0002,False
f00774,192.168.1.204,194.26.29.112,20795,58819434,2828.54,True
f00548,192.168.1.107,13.107.21.200,1218135,11647,0.0096,False
f00276,192.168.1.203,172.217.0.14,30127935,34741,0.0012,False
f01057,192.168.1.120,45.77.12.9,7608,14666000,1927.71,True
f01027,192.168.1.120,91.108.4.182,15132,92140546,6089.12,True
f00049,192.168.1.28,203.0.113.9,1171360,7280,0.0062,False
f00680,192.168.1.33,185.220.101.88,3825,7367398,1926.12,True
f01016,192.168.1.204,45.77.12.9,12328,42260516,3428.01,True
f00559,192.168.1.119,142.250.80.14,37719591,34555,0.0009,False
f01183,192.168.1.45,45.77.12.9,12513,38351257,3064.91,True
f00934,192.168.1.19,45.77.12.12,8148,36999756,4540.96,True
f00835,192.168.1.45,45.77.12.10,8055,40323332,5006.0,True
f00723,192.168.1.204,185.220.101.88,13508,36152480,2676.38,True
f00924,192.168.1.120,185.220.101.88,1143,13261285,11602.17,True
f00464,192.168.1.214,142.250.80.14,30402581,46542,0.0015,False
f00989,192.168.1.45,194.26.29.112,18939,49529583,2615.22,True
f00879,192.168.1.89,185.220.101.88,11295,47985241,4248.36,True
f00602,192.168.1.33,91.108.4.182,9209,12332226,1339.15,True
f00362,192.168.1.57,13.107.21.200,23401853,54008,0.0023,False
f01088,192.168.1.19,194.26.29.112,8608,36403312,4229.01,True
f00275,192.168.1.28,203.0.113.9,17993257,18708,0.001,False
f00978,192.168.1.204,185.220.101.88,1628,14733019,9049.77,True
f01045,192.168.1.89,45.77.12.10,13595,58861512,4329.64,True
f00574,192.168.1.118,198.51.100.2,1357974,12176,0.009,False
f00743,192.168.1.204,45.77.12.11,3963,6618204,1670.0,True
f00659,192.168.1.33,185.220.101.88,10246,27365526,2670.85,True
f00134,192.168.1.219,203.0.113.9,23012194,23088,0.001,False
f01165,192.168.1.120,45.77.12.9,1316,2755349,2093.73,True
f00331,192.168.1.60,13.107.21.200,15308403,38646,0.0025,False
f00969,192.168.1.33,91.108.4.182,11048,17351283,1570.54,True
f00864,192.168.1.89,91.108.4.182,6442,15702164,2437.47,True
f00781,192.168.1.204,45.77.12.11,22818,91467107,4008.55,True
f00534,192.168.1.120,104.16.85.20,480465,10411,0.0217,False
f00949,192.168.1.89,45.77.12.9,1499,8576904,5721.75,True
f00766,192.168.1.204,45.77.12.11,3433,6646203,1935.98,True
f00554,192.168.1.214,203.0.113.9,1424114,15192,0.0107,False
f00874,192.168.1.89,185.220.101.88,17780,92050629,5177.2,True
f01149,192.168.1.204,194.26.29.112,18615,59327985,3187.11,True
f00783,192.168.1.19,45.77.12.12,8990,37559800,4177.95,True
f00200,192.168.1.53,172.217.0.14,10430979,35365,0.0034,False
f00529,192.168.1.88,198.51.100.2,30638364,50459,0.0016,False
f00539,192.168.1.158,151.101.1.69,41099096,16907,0.0004,False
f01118,192.168.1.120,45.77.12.12,20648,84473085,4091.1,True
f00016,192.168.1.136,203.0.113.9,85797585,49120,0.0006,False
f00086,192.168.1.82,203.0.113.9,145984107,88397,0.0006,False
f00269,192.168.1.165,203.0.113.9,14441410,48429,0.0034,False
f00306,192.168.1.76,13.107.21.200,135685029,29198,0.0002,False
f00341,192.168.1.112,104.16.85.20,561694,13900,0.0247,False
f00541,192.168.1.122,13.107.21.200,324848,10621,0.0327,False
f00908,192.168.1.204,91.108.4.182,5157,33731554,6540.93,True
f00660,192.168.1.19,45.77.12.9,8109,27813805,3429.99,True
f01024,192.168.1.120,194.26.29.112,1223,6918167,5656.72,True
f01105,192.168.1.33,91.108.4.182,12824,44589630,3477.05,True
f00831,192.168.1.45,45.77.12.10,6751,22279747,3300.21,True
f00147,192.168.1.121,151.101.1.69,13568042,16616,0.0012,False
