domain_id,domain,family,entropy,vowel_ratio,length,is_dga,confidence,dga_source
dga_00509,accessdirect36.info,suppobox,3.6819,0.375,19,True,0.985,DGArchive / Suppobox Research
dga_00510,streampacket97.com,suppobox,3.6144,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00511,targetaccess27.com,suppobox,3.4613,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00512,networksocket97.info,suppobox,3.6842,0.3529,20,True,0.985,DGArchive / Suppobox Research
dga_00513,modulecrypto41.org,suppobox,3.7947,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00514,hostglobal76.info,suppobox,3.6901,0.3571,17,True,0.985,DGArchive / Suppobox Research
dga_00515,proxyhost85.com,suppobox,3.5899,0.25,15,True,0.985,DGArchive / Suppobox Research
dga_00516,packethost77.net,suppobox,3.4528,0.3077,16,True,0.985,DGArchive / Suppobox Research
dga_00517,systemstream72.net,suppobox,3.2663,0.2667,18,True,0.985,DGArchive / Suppobox Research
dga_00518,daemoncloud96.net,suppobox,3.6169,0.4286,17,True,0.985,DGArchive / Suppobox Research
dga_00519,globaldirect48.net,suppobox,3.8366,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00520,beaconmodule93.net,suppobox,3.6835,0.4667,18,True,0.985,DGArchive / Suppobox Research
dga_00521,serviceglobal72.info,suppobox,3.9219,0.4118,20,True,0.985,DGArchive / Suppobox Research
dga_00522,secureserver17.info,suppobox,3.4714,0.4375,19,True,0.985,DGArchive / Suppobox Research
dga_00523,vectoragent40.com,suppobox,3.6169,0.3571,17,True,0.985,DGArchive / Suppobox Research
dga_00524,matrixclient78.net,suppobox,3.5724,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00525,accessclient32.com,suppobox,3.5033,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00526,streamaccess15.com,suppobox,3.3083,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00527,targetdaemon77.org,suppobox,3.3921,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00528,networksource73.net,suppobox,3.5766,0.375,19,True,0.985,DGArchive / Suppobox Research
dga_00529,moduleportal86.net,suppobox,3.7255,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00530,hostbeacon53.com,suppobox,3.5778,0.3846,16,True,0.985,DGArchive / Suppobox Research
dga_00531,proxyproxy67.org,suppobox,3.0306,0.2308,16,True,0.985,DGArchive / Suppobox Research
dga_00532,packetvector32.org,suppobox,3.6144,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00533,systemtarget61.org,suppobox,3.4613,0.2667,18,True,0.985,DGArchive / Suppobox Research
dga_00534,daemontunnel61.com,suppobox,3.5724,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00535,globalclient58.com,suppobox,3.6835,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00536,beaconhost25.com,suppobox,3.5778,0.3846,16,True,0.985,DGArchive / Suppobox Research
dga_00537,servicenetwork4.com,suppobox,3.6819,0.3529,19,True,0.985,DGArchive / Suppobox Research
dga_00538,securepacket2.org,suppobox,3.5725,0.4,17,True,0.985,DGArchive / Suppobox Research
dga_00539,vectorserver75.info,suppobox,3.5369,0.375,19,True,0.985,DGArchive / Suppobox Research
dga_00540,matrixportal10.info,suppobox,3.7216,0.375,19,True,0.985,DGArchive / Suppobox Research
dga_00541,accesskernel33.info,suppobox,3.5766,0.375,19,True,0.985,DGArchive / Suppobox Research
dga_00542,streamstream36.info,suppobox,3.6163,0.375,19,True,0.985,DGArchive / Suppobox Research
dga_00543,targetglobal84.net,suppobox,3.4613,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00544,networkclient36.com,suppobox,3.7216,0.3125,19,True,0.985,DGArchive / Suppobox Research
dga_00545,modulecontrol19.info,suppobox,3.7219,0.4118,20,True,0.985,DGArchive / Suppobox Research
dga_00546,hostmodule47.com,suppobox,3.5778,0.3846,16,True,0.985,DGArchive / Suppobox Research
dga_00547,proxymatrix2.net,suppobox,3.625,0.2857,16,True,0.985,DGArchive / Suppobox Research
dga_00548,packetmatrix40.org,suppobox,3.8366,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00549,systembeacon89.com,suppobox,3.6144,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00550,daemondriver35.org,suppobox,3.5724,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00551,globalkernel61.net,suppobox,3.5305,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00552,beaconvector56.info,suppobox,3.6819,0.4375,19,True,0.985,DGArchive / Suppobox Research
dga_00553,servicemodule73.com,suppobox,3.6819,0.4375,19,True,0.985,DGArchive / Suppobox Research
dga_00554,securedirect80.org,suppobox,3.5305,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00555,vectorsocket85.com,suppobox,3.4194,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00556,matrixcloud10.info,suppobox,3.9477,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00557,accesscloud62.info,suppobox,3.6835,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00558,streamglobal38.com,suppobox,3.7255,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00559,targetnetwork74.info,suppobox,3.6842,0.3529,20,True,0.985,DGArchive / Suppobox Research
dga_00560,networkportal60.info,suppobox,3.7842,0.3529,20,True,0.985,DGArchive / Suppobox Research
dga_00561,moduletunnel27.info,suppobox,3.5766,0.4375,19,True,0.985,DGArchive / Suppobox Research
dga_00562,hosthost5.com,suppobox,2.8731,0.2727,13,True,0.985,DGArchive / Suppobox Research
dga_00563,proxyaccess69.info,suppobox,3.8366,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00564,packetsystem8.org,suppobox,3.7345,0.2667,17,True,0.985,DGArchive / Suppobox Research
dga_00565,systemservice22.com,suppobox,3.4316,0.3125,19,True,0.985,DGArchive / Suppobox Research
dga_00566,daemonserver65.com,suppobox,3.5724,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00567,globalcloud16.info,suppobox,3.6416,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00568,beaconmatrix60.org,suppobox,3.8366,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00569,servicesecure90.com,suppobox,3.3661,0.4375,19,True,0.985,DGArchive / Suppobox Research
dga_00570,securecrypto57.info,suppobox,3.8269,0.375,19,True,0.985,DGArchive / Suppobox Research
dga_00571,vectordirect20.com,suppobox,3.4613,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00572,matrixtunnel73.net,suppobox,3.5305,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00573,accessshield10.net,suppobox,3.5305,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00574,streambeacon79.net,suppobox,3.5724,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00575,targetmodule81.info,suppobox,3.9321,0.4375,19,True,0.985,DGArchive / Suppobox Research
dga_00576,networkcloud56.org,suppobox,3.7947,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00577,moduleagent76.net,suppobox,3.5725,0.4286,17,True,0.985,DGArchive / Suppobox Research
dga_00578,hostvector66.org,suppobox,3.3278,0.3077,16,True,0.985,DGArchive / Suppobox Research
dga_00579,proxydaemon43.info,suppobox,3.7947,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00580,packetdaemon91.info,suppobox,3.8269,0.4375,19,True,0.985,DGArchive / Suppobox Research
dga_00581,systemhost3.info,suppobox,3.4528,0.2857,16,True,0.985,DGArchive / Suppobox Research
dga_00582,daemonpacket14.com,suppobox,3.6144,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00583,globalshield2.info,suppobox,3.6835,0.375,18,True,0.985,DGArchive / Suppobox Research
dga_00584,beaconsystem96.com,suppobox,3.6144,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00585,servicevector10.info,suppobox,3.5842,0.4118,20,True,0.985,DGArchive / Suppobox Research
dga_00586,securekernel35.net,suppobox,3.3027,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00587,vectorclient74.org,suppobox,3.6144,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00588,matrixdriver93.org,suppobox,3.6144,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00589,accessdriver87.org,suppobox,3.5724,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00590,streammodule57.net,suppobox,3.6835,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00591,targetsecure8.net,suppobox,3.2195,0.4,17,True,0.985,DGArchive / Suppobox Research
dga_00592,networktunnel59.org,suppobox,3.5766,0.3125,19,True,0.985,DGArchive / Suppobox Research
dga_00593,moduleserver37.org,suppobox,3.5305,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00594,hostmatrix68.com,suppobox,3.625,0.3077,16,True,0.985,DGArchive / Suppobox Research
dga_00595,proxyglobal98.net,suppobox,3.8522,0.2857,17,True,0.985,DGArchive / Suppobox Research
dga_00596,packettarget47.org,suppobox,3.4613,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00597,systemproxy11.com,suppobox,3.4992,0.2143,17,True,0.985,DGArchive / Suppobox Research
dga_00598,daemondirect4.com,suppobox,3.4992,0.4,17,True,0.985,DGArchive / Suppobox Research
dga_00599,globaldriver5.com,suppobox,3.7345,0.3333,17,True,0.985,DGArchive / Suppobox Research
dga_00600,beacondaemon15.org,suppobox,3.5724,0.4667,18,True,0.985,DGArchive / Suppobox Research
dga_00601,728b8bc365a4.cc,mirai,3.3232,0.1667,15,True,0.985,DGArchive / Mirai Research
dga_00602,3309cb875d55.top,mirai,3.5778,0.1667,16,True,0.985,DGArchive / Mirai Research
dga_00603,90f6a06cbc2f.xyz,mirai,3.5,0.1111,16,True,0.985,DGArchive / Mirai Research
dga_00604,abbeedee22cb.club,mirai,2.911,0.4286,17,True,0.985,DGArchive / Mirai Research
dga_00605,31b9a0ffb217.link,mirai,3.7345,0.2222,17,True,0.985,DGArchive / Mirai Research
dga_00606,469d333bd28b.online,mirai,3.6819,0.3,19,True,0.985,DGArchive / Mirai Research
dga_00607,54c3d0eaee06.cc,mirai,3.1396,0.5,15,True,0.985,DGArchive / Mirai Research
dga_00608,56c34e26efe7.top,mirai,3.5778,0.5,16,True,0.985,DGArchive / Mirai Research
dga_00609,09f44b1f120c.xyz,mirai,3.5,0.0,16,True,0.985,DGArchive / Mirai Research
dga_00610,0dcf8de053a9.club,mirai,3.7345,0.3,17,True,0.985,DGArchive / Mirai Research
dga_00611,e57fdec2532e.link,mirai,3.5725,0.4,17,True,0.985,DGArchive / Mirai Research
dga_00612,c12dd31e3fb6.online,mirai,3.7216,0.3333,19,True,0.985,DGArchive / Mirai Research
dga_00613,b7560243edd8.cc,mirai,3.6402,0.1667,15,True,0.985,DGArchive / Mirai Research
dga_00614,fb85f7e77b06.top,mirai,3.4528,0.25,16,True,0.985,DGArchive / Mirai Research
dga_00615,a4eff18fd66d.xyz,mirai,3.4528,0.2,16,True,0.985,DGArchive / Mirai Research
dga_00616,c4bccdd66681.club,mirai,3.1019,0.1,17,True,0.985,DGArchive / Mirai Research
dga_00617,952f16e95e05.link,mirai,3.5725,0.4286,17,True,0.985,DGArchive / Mirai Research
dga_00618,5089dbf408c0.online,mirai,3.7871,0.3,19,True,0.985,DGArchive / Mirai Research
dga_00619,8a150f17074c.cc,mirai,3.1899,0.2,15,True,0.985,DGArchive / Mirai Research
dga_00620,c0c6ba7c88f4.top,mirai,3.5778,0.2222,16,True,0.985,DGArchive / Mirai Research
dga_00621,e5f0d0b150b6.xyz,mirai,3.4528,0.125,16,True,0.985,DGArchive / Mirai Research
dga_00622,74b2a5f63a44.club,mirai,3.5725,0.375,17,True,0.985,DGArchive / Mirai Research
dga_00623,500f8b4b93c1.link,mirai,3.8522,0.125,17,True,0.985,DGArchive / Mirai Research
dga_00624,4d9374153831.online,mirai,3.6819,0.4286,19,True,0.985,DGArchive / Mirai Research
dga_00625,6ed51ca63f72.cc,mirai,3.4566,0.2857,15,True,0.985,DGArchive / Mirai Research
dga_00626,f29bd927989d.top,mirai,3.25,0.1429,16,True,0.985,DGArchive / Mirai Research
dga_00627,1c303e3dc4aa.xyz,mirai,3.4528,0.3333,16,True,0.985,DGArchive / Mirai Research
dga_00628,03c55732e357.club,mirai,3.2928,0.3333,17,True,0.985,DGArchive / Mirai Research
dga_00629,19b9c92d42ae.link,mirai,3.6901,0.3333,17,True,0.985,DGArchive / Mirai Research
dga_00630,256bb16f22fc.online,mirai,3.5766,0.2727,19,True,0.985,DGArchive / Mirai Research
dga_00631,779ea5b8487a.cc,mirai,3.1899,0.5,15,True,0.985,DGArchive / Mirai Research
dga_00632,b603f7cbb9ea.top,mirai,3.7028,0.3,16,True,0.985,DGArchive / Mirai Research
dga_00633,887ce1cf5f28.xyz,mirai,3.4528,0.125,16,True,0.985,DGArchive / Mirai Research
dga_00634,1c03bd30da1e.club,mirai,3.3816,0.3,17,True,0.985,DGArchive / Mirai Research
dga_00635,2745e64a1846.link,mirai,3.6901,0.5,17,True,0.985,DGArchive / Mirai Research
dga_00636,3a399efc85a1.online,mirai,3.7216,0.5455,19,True,0.985,DGArchive / Mirai Research
dga_00637,048fac1c4de9.cc,mirai,3.2402,0.25,15,True,0.985,DGArchive / Mirai Research
dga_00638,901f2f1363e6.top,mirai,3.5,0.3333,16,True,0.985,DGArchive / Mirai Research
dga_00639,90748951a261.xyz,mirai,3.75,0.25,16,True,0.985,DGArchive / Mirai Research
dga_00640,47e10b78dbe2.club,mirai,3.5725,0.3333,17,True,0.985,DGArchive / Mirai Research
dga_00641,ef93c415315a.link,mirai,3.7345,0.375,17,True,0.985,DGArchive / Mirai Research
dga_00642,07f4eb0e0d1c.online,mirai,3.6421,0.4167,19,True,0.985,DGArchive / Mirai Research
dga_00643,c1ed6df6d7b5.cc,mirai,3.1396,0.1111,15,True,0.985,DGArchive / Mirai Research
dga_00644,d1a832710bae.top,mirai,3.75,0.5,16,True,0.985,DGArchive / Mirai Research
dga_00645,2a08f320909f.xyz,mirai,3.3278,0.1667,16,True,0.985,DGArchive / Mirai Research
dga_00646,dffaf27a1f72.club,mirai,3.2639,0.2727,17,True,0.985,DGArchive / Mirai Research
dga_00647,5ec52cd542ae.link,mirai,3.4548,0.4,17,True,0.985,DGArchive / Mirai Research
dga_00648,5ab8804ce156.online,mirai,3.8269,0.5,19,True,0.985,DGArchive / Mirai Research
dga_00649,7d3a4375e3ed.cc,mirai,3.0566,0.4286,15,True,0.985,DGArchive / Mirai Research
dga_00650,21a4f6b55cf6.top,mirai,3.625,0.25,16,True,0.985,DGArchive / Mirai Research
dga_00651,144abf42c5c7.xyz,mirai,3.5778,0.125,16,True,0.985,DGArchive / Mirai Research
dga_00652,5c585590b9d5.club,mirai,3.0516,0.1429,17,True,0.985,DGArchive / Mirai Research
dga_00653,5da244ee3159.link,mirai,3.7345,0.5,17,True,0.985,DGArchive / Mirai Research
dga_00654,bceb123db0bb.online,mirai,3.4264,0.2857,19,True,0.985,DGArchive / Mirai Research
dga_00655,f27e3266825d.cc,mirai,3.3232,0.2,15,True,0.985,DGArchive / Mirai Research
dga_00656,efaf53bc98bc.top,mirai,3.625,0.2727,16,True,0.985,DGArchive / Mirai Research
dga_00657,331aa31cb6ef.xyz,mirai,3.4528,0.3333,16,True,0.985,DGArchive / Mirai Research
dga_00658,161e7a2a566b.club,mirai,3.4548,0.5,17,True,0.985,DGArchive / Mirai Research
dga_00659,0e82ed13a5cb.link,mirai,3.9698,0.4,17,True,0.985,DGArchive / Mirai Research
dga_00660,f927a9edf773.online,mirai,3.5766,0.4545,19,True,0.985,DGArchive / Mirai Research
dga_00661,937a89a830ba.cc,mirai,3.0566,0.5,15,True,0.985,DGArchive / Mirai Research
dga_00662,1f5fa0893b59.top,mirai,3.625,0.2857,16,True,0.985,DGArchive / Mirai Research
dga_00663,3c03f4db0994.xyz,mirai,3.5,0.0,16,True,0.985,DGArchive / Mirai Research
dga_00664,5f90e898a9bf.club,mirai,3.4548,0.3333,17,True,0.985,DGArchive / Mirai Research
dga_00665,bc67a2c649d2.link,mirai,3.7345,0.2222,17,True,0.985,DGArchive / Mirai Research
dga_00666,2e2401da1b0c.online,mirai,3.7216,0.4545,19,True,0.985,DGArchive / Mirai Research
dga_00667,920088924edf.cc,mirai,3.2402,0.2,15,True,0.985,DGArchive / Mirai Research
dga_00668,2e709c7fd05d.top,mirai,3.625,0.25,16,True,0.985,DGArchive / Mirai Research
dga_00669,92a17ab9044b.xyz,mirai,3.5,0.2857,16,True,0.985,DGArchive / Mirai Research
dga_00670,0bb730e92083.club,mirai,3.4104,0.2857,17,True,0.985,DGArchive / Mirai Research
dga_00671,cd7e6031f62e.link,mirai,3.8522,0.3333,17,True,0.985,DGArchive / Mirai Research
dga_00672,5c572e58cb88.online,mirai,3.4316,0.4,19,True,0.985,DGArchive / Mirai Research
dga_00673,7a0fbd08f956.cc,mirai,3.5069,0.1429,15,True,0.985,DGArchive / Mirai Research
dga_00674,32c5724773a0.top,mirai,3.4528,0.4,16,True,0.985,DGArchive / Mirai Research
dga_00675,3f5ac995285e.xyz,mirai,3.5778,0.2857,16,True,0.985,DGArchive / Mirai Research
dga_00676,a41be8a24aae.club,mirai,3.2639,0.6364,17,True,0.985,DGArchive / Mirai Research
dga_00677,34d382846673.link,mirai,3.4548,0.2,17,True,0.985,DGArchive / Mirai Research
dga_00678,ce1ef8bbac10.online,mirai,3.5766,0.4286,19,True,0.985,DGArchive / Mirai Research
dga_00679,ce4d9dd8c131.cc,mirai,2.9232,0.125,15,True,0.985,DGArchive / Mirai Research
dga_00680,e67adfd67b8f.top,mirai,3.5,0.3,16,True,0.985,DGArchive / Mirai Research
dga_00681,e53681be5d65.xyz,mirai,3.4528,0.2857,16,True,0.985,DGArchive / Mirai Research
dga_00682,0546a0961d3e.club,mirai,3.8522,0.4286,17,True,0.985,DGArchive / Mirai Research
dga_00683,eafdb28e91ed.link,mirai,3.6901,0.4167,17,True,0.985,DGArchive / Mirai Research
dga_00684,0192d1c7a674.online,mirai,3.9321,0.4444,19,True,0.985,DGArchive / Mirai Research
dga_00685,6d5f9e20a5f8.cc,mirai,3.5069,0.2857,15,True,0.985,DGArchive / Mirai Research
dga_00686,163b22513587.top,mirai,3.5,0.25,16,True,0.985,DGArchive / Mirai Research
dga_00687,09d48f6291f5.xyz,mirai,3.75,0.0,16,True,0.985,DGArchive / Mirai Research
dga_00688,7c913427b002.club,mirai,3.4992,0.1667,17,True,0.985,DGArchive / Mirai Research
dga_00689,7bfe88ad588a.link,mirai,3.4992,0.4,17,True,0.985,DGArchive / Mirai Research
dga_00690,0e48ccec6f2b.online,mirai,3.6421,0.3846,19,True,0.985,DGArchive / Mirai Research
dga_00691,b9eacc11e3cf.cc,mirai,2.8662,0.3,15,True,0.985,DGArchive / Mirai Research
dga_00692,89689b094767.top,mirai,3.3278,0.25,16,True,0.985,DGArchive / Mirai Research
dga_00693,62202fd9696e.xyz,mirai,3.2806,0.1667,16,True,0.985,DGArchive / Mirai Research
dga_00694,2f34f81f996e.club,mirai,3.6901,0.25,17,True,0.985,DGArchive / Mirai Research
dga_00695,57d3e7d23eaf.link,mirai,3.6169,0.4,17,True,0.985,DGArchive / Mirai Research
dga_00696,63945d10137c.online,mirai,3.9321,0.375,19,True,0.985,DGArchive / Mirai Research
dga_00697,f3df0a285a01.cc,mirai,3.3736,0.2857,15,True,0.985,DGArchive / Mirai Research
dga_00698,2afe72c89e8c.top,mirai,3.5,0.4444,16,True,0.985,DGArchive / Mirai Research
dga_00699,8767958e7972.xyz,mirai,3.25,0.25,16,True,0.985,DGArchive / Mirai Research
dga_00700,b8b469d6cb35.club,mirai,3.3816,0.1111,17,True,0.985,DGArchive / Mirai Research
dga_00701,1c3275c533b1.link,mirai,3.4548,0.1429,17,True,0.985,DGArchive / Mirai Research
dga_00702,de93cb300af0.online,mirai,3.6819,0.4167,19,True,0.985,DGArchive / Mirai Research
dga_00703,a96037506b3b.cc,mirai,3.2402,0.2,15,True,0.985,DGArchive / Mirai Research
dga_00704,77d45e52d983.top,mirai,3.625,0.3333,16,True,0.985,DGArchive / Mirai Research
dga_00705,ce6ec44a00d4.xyz,mirai,3.3278,0.3333,16,True,0.985,DGArchive / Mirai Research
dga_00706,01b501e69c88.club,mirai,3.4992,0.2857,17,True,0.985,DGArchive / Mirai Research
dga_00707,52c2863da901.link,mirai,3.9698,0.2857,17,True,0.985,DGArchive / Mirai Research
dga_00708,3f5e85e878b8.online,mirai,3.3661,0.5,19,True,0.985,DGArchive / Mirai Research
dga_00709,0acab7428bef.cc,mirai,3.3232,0.3333,15,True,0.985,DGArchive / Mirai Research
dga_00710,085e9fa71667.top,mirai,3.75,0.5,16,True,0.985,DGArchive / Mirai Research
dga_00711,d7b68ef01dcf.xyz,mirai,3.75,0.1,16,True,0.985,DGArchive / Mirai Research
dga_00712,dbdcf155c8a6.club,mirai,3.4548,0.1818,17,True,0.985,DGArchive / Mirai Research
dga_00713,fa5137acb665.link,mirai,3.7345,0.3333,17,True,0.985,DGArchive / Mirai Research
dga_00714,e9d4b7048b16.online,mirai,3.8269,0.4,19,True,0.985,DGArchive / Mirai Research
dga_00715,bcd91deea971.cc,mirai,3.0566,0.3333,15,True,0.985,DGArchive / Mirai Research
dga_00716,3e6629bdf041.top,mirai,3.875,0.2857,16,True,0.985,DGArchive / Mirai Research
dga_00717,45d8be8bccaf.xyz,mirai,3.625,0.1818,16,True,0.985,DGArchive / Mirai Research
dga_00718,a11959750d3b.club,mirai,3.6169,0.2857,17,True,0.985,DGArchive / Mirai Research
dga_00719,2db3c68de427.link,mirai,3.8522,0.2222,17,True,0.985,DGArchive / Mirai Research
dga_00720,89aa3191152f.online,mirai,3.6819,0.5556,19,True,0.985,DGArchive / Mirai Research
dga_00721,e4a0323b3580.cc,mirai,3.3232,0.4,15,True,0.985,DGArchive / Mirai Research
dga_00722,d6137e332f03.top,mirai,3.5,0.3333,16,True,0.985,DGArchive / Mirai Research
dga_00723,be85c3b29ed0.xyz,mirai,3.75,0.2222,16,True,0.985,DGArchive / Mirai Research
dga_00724,4cb134a51f71.club,mirai,3.4548,0.25,17,True,0.985,DGArchive / Mirai Research
dga_00725,b08352f715b2.link,mirai,3.7345,0.1429,17,True,0.985,DGArchive / Mirai Research
dga_00726,0910ccc34f65.online,mirai,3.7871,0.3,19,True,0.985,DGArchive / Mirai Research
dga_00727,9acaac318207.cc,mirai,3.0566,0.4286,15,True,0.985,DGArchive / Mirai Research
dga_00728,7a44569014a3.top,mirai,3.5778,0.6,16,True,0.985,DGArchive / Mirai Research
dga_00729,a2f9ace42cc6.xyz,mirai,3.4528,0.3,16,True,0.985,DGArchive / Mirai Research
dga_00730,c08418834b00.club,mirai,3.1751,0.1667,17,True,0.985,DGArchive / Mirai Research
dga_00731,d229d4e38beb.link,mirai,3.6169,0.3,17,True,0.985,DGArchive / Mirai Research
dga_00732,98d721c6e707.online,mirai,3.7871,0.4444,19,True,0.985,DGArchive / Mirai Research
dga_00733,18f06b1e09a9.cc,mirai,3.3736,0.3333,15,True,0.985,DGArchive / Mirai Research
dga_00734,8b8e951104d9.top,mirai,3.625,0.3333,16,True,0.985,DGArchive / Mirai Research
dga_00735,cf878c93e2b9.xyz,mirai,3.625,0.125,16,True,0.985,DGArchive / Mirai Research
dga_00736,4461d18b8589.club,mirai,3.4548,0.1667,17,True,0.985,DGArchive / Mirai Research
dga_00737,1d85948efd45.link,mirai,3.6169,0.25,17,True,0.985,DGArchive / Mirai Research
dga_00738,c59f5bf14b76.online,mirai,3.8269,0.2727,19,True,0.985,DGArchive / Mirai Research
dga_00739,b04c869a8b35.cc,mirai,3.3232,0.1667,15,True,0.985,DGArchive / Mirai Research
dga_00740,7319afab64a2.top,mirai,3.7028,0.5,16,True,0.985,DGArchive / Mirai Research
dga_00741,8827ebc8d3d7.xyz,mirai,3.4528,0.125,16,True,0.985,DGArchive / Mirai Research
dga_00742,55266e4adcc3.club,mirai,3.5725,0.3333,17,True,0.985,DGArchive / Mirai Research
dga_00743,5281c5c82e40.link,mirai,3.6169,0.2857,17,True,0.985,DGArchive / Mirai Research
dga_00744,c939cba19252.online,mirai,3.6819,0.4,19,True,0.985,DGArchive / Mirai Research
dga_00745,3d3d0a8b6e0d.cc,mirai,3.1899,0.25,15,True,0.985,DGArchive / Mirai Research
dga_00746,140a4033bbce.top,mirai,3.5,0.375,16,True,0.985,DGArchive / Mirai Research
dga_00747,1fe97655f4d2.xyz,mirai,3.75,0.1429,16,True,0.985,DGArchive / Mirai Research
dga_00748,3d42db193354.club,mirai,3.4548,0.1429,17,True,0.985,DGArchive / Mirai Research
dga_00749,2fa717c355d7.link,mirai,3.6901,0.25,17,True,0.985,DGArchive / Mirai Research
dga_00750,0c0256a345c2.online,mirai,3.7216,0.4444,19,True,0.985,DGArchive / Mirai Research
dga_00751,pantherbreaking.net,matsnu,3.4316,0.3333,19,True,0.985,DGArchive / Matsnu Research
dga_00752,tigerbreaking.info,matsnu,3.4613,0.4118,18,True,0.985,DGArchive / Matsnu Research
dga_00753,pantherstriking.org,matsnu,3.5766,0.2778,19,True,0.985,DGArchive / Matsnu Research
dga_00754,falconroaring.com,matsnu,3.3372,0.375,17,True,0.985,DGArchive / Matsnu Research
dga_00755,riverrising.biz,matsnu,3.0566,0.3571,15,True,0.985,DGArchive / Matsnu Research
dga_00756,winterdrifting.net,matsnu,3.1552,0.2941,18,True,0.985,DGArchive / Matsnu Research
dga_00757,eagledrifting.info,matsnu,3.4613,0.4118,18,True,0.985,DGArchive / Matsnu Research
dga_00758,stormroaring.com,matsnu,3.2806,0.3333,16,True,0.985,DGArchive / Matsnu Research
dga_00759,mountainroaring.com,matsnu,3.3264,0.4444,19,True,0.985,DGArchive / Matsnu Research
dga_00760,falconroaring.org,matsnu,3.1751,0.375,17,True,0.985,DGArchive / Matsnu Research
dga_00761,thunderfalling.biz,matsnu,3.8366,0.2941,18,True,0.985,DGArchive / Matsnu Research
dga_00762,frostflying.net,matsnu,3.5069,0.2143,15,True,0.985,DGArchive / Matsnu Research
dga_00763,shadowfalling.biz,matsnu,3.7345,0.3125,17,True,0.985,DGArchive / Matsnu Research
dga_00764,forestblazing.com,matsnu,3.9698,0.3125,17,True,0.985,DGArchive / Matsnu Research
dga_00765,shadowroaring.info,matsnu,3.4613,0.4118,18,True,0.985,DGArchive / Matsnu Research
dga_00766,winterflying.org,matsnu,3.5,0.2667,16,True,0.985,DGArchive / Matsnu Research
dga_00767,mountainstriking.info,matsnu,3.4399,0.4,21,True,0.985,DGArchive / Matsnu Research
dga_00768,forestrising.biz,matsnu,3.4528,0.3333,16,True,0.985,DGArchive / Matsnu Research
dga_00769,eagledrifting.org,matsnu,3.4548,0.375,17,True,0.985,DGArchive / Matsnu Research
dga_00770,forestshining.info,matsnu,3.3083,0.3529,18,True,0.985,DGArchive / Matsnu Research
dga_00771,summerbreaking.org,matsnu,3.5724,0.3529,18,True,0.985,DGArchive / Matsnu Research
dga_00772,oceanstriking.org,matsnu,3.4992,0.375,17,True,0.985,DGArchive / Matsnu Research
dga_00773,mountainflying.biz,matsnu,3.6416,0.3529,18,True,0.985,DGArchive / Matsnu Research
dga_00774,tigerfalling.org,matsnu,3.3278,0.3333,16,True,0.985,DGArchive / Matsnu Research
dga_00775,thundergliding.com,matsnu,3.7255,0.2941,18,True,0.985,DGArchive / Matsnu Research
dga_00776,falconshining.net,matsnu,3.4992,0.3125,17,True,0.985,DGArchive / Matsnu Research
dga_00777,riverrunning.net,matsnu,2.9528,0.3333,16,True,0.985,DGArchive / Matsnu Research
