src_ip,dst_ip,unique_dst_ports,scan_duration_s,is_attack
192.168.1.11,10.0.0.8,1,0.45,False
192.168.1.90,10.0.0.5,888,5.92,True
45.154.255.88,10.0.0.6,960,5.4,True
192.168.1.90,10.0.0.8,133,0.7,True
192.168.1.182,10.0.10.20,2,0.74,False
192.168.1.208,10.0.20.50,2,1.05,False
194.26.29.112,10.0.0.7,906,3.24,True
192.168.1.89,10.0.0.7,1,0.29,False
45.154.255.88,10.0.0.6,430,1.23,True
192.168.1.159,10.0.20.50,4,0.89,False
192.168.1.74,10.0.0.5,3,1.57,False
192.168.1.90,10.0.0.6,334,0.84,True
192.168.1.151,10.0.0.6,2,1.89,False
91.108.4.182,10.0.0.8,216,59.69,True
192.168.1.158,10.0.0.8,3,0.14,False
192.168.1.71,10.0.20.50,1,0.8,False
192.168.1.214,10.0.0.5,1,1.04,False
192.168.1.186,10.0.20.50,2,1.1,False
185.220.101.15,10.0.0.7,119,21.65,True
45.154.255.88,10.0.20.50,895,3.27,True
194.26.29.112,10.0.0.7,218,0.65,True
194.26.29.112,10.0.10.20,81,35.19,True
91.108.4.182,10.0.0.8,992,5.75,True
192.168.1.90,10.0.0.5,225,36.0,True
192.168.1.32,10.0.0.7,1,0.56,False
192.168.1.97,10.0.0.5,2,0.37,False
192.168.1.35,10.0.0.7,4,2.02,False
192.168.1.91,10.0.0.5,1,0.36,False
91.108.4.182,10.0.10.20,15107,34.03,True
192.168.1.150,10.0.0.8,1,1.17,False
45.154.255.88,10.0.0.7,245,1.42,True
192.168.1.90,10.0.0.6,2,1.35,False
192.168.1.98,10.0.0.8,2,0.12,False
192.168.1.151,10.0.0.5,1,0.86,False
192.168.1.90,10.0.20.50,49232,14.4,True
192.168.1.90,10.0.0.7,19133,23.56,True
192.168.1.98,10.0.0.7,4,0.15,False
192.168.1.200,10.0.0.6,1,1.16,False
192.168.1.102,10.0.10.20,3,1.83,False
192.168.1.38,10.0.20.50,3,1.38,False
192.168.1.77,10.0.0.5,850,6.38,True
192.168.1.25,10.0.10.20,3,1.81,False
185.220.101.15,10.0.0.6,889,2.97,True
192.168.1.158,10.0.10.20,2,0.35,False
192.168.1.142,10.0.0.8,2,0.35,False
