query_id,client_ip,server_ip,query_name,query_type,response_code,payload_size_bytes,entropy,vowel_ratio,is_tunneling,tunneling_score,timestamp
dns_benign_00353,192.168.1.182,8.8.8.8,cdc.gov,AAAA,NOERROR,136,2.5216,0.1667,False,0.015,2026-08-26T14:15:39.156640+00:00
dns_benign_00354,192.168.1.59,8.8.8.8,yahoo.com,A,NOERROR,141,2.6416,0.5,False,0.015,2026-08-26T14:15:39.431640+00:00
dns_benign_00355,192.168.1.102,8.8.8.8,facebook.com,A,NOERROR,95,3.0221,0.4545,False,0.015,2026-08-26T14:15:39.577640+00:00
dns_benign_00356,192.168.1.166,8.8.8.8,cisco.com,A,NOERROR,68,2.4194,0.375,False,0.015,2026-08-26T14:15:39.871640+00:00
dns_benign_00357,192.168.1.199,8.8.8.8,apache.org,MX,NOERROR,52,3.1219,0.4444,False,0.015,2026-08-26T14:15:39.939640+00:00
dns_benign_00358,192.168.1.221,8.8.8.8,who.int,MX,NOERROR,97,2.8074,0.3333,False,0.015,2026-08-26T14:15:40.075640+00:00
dns_benign_00359,192.168.1.104,8.8.8.8,bloomberg.com,MX,NOERROR,50,3.027,0.3333,False,0.015,2026-08-26T14:15:40.145640+00:00
dns_benign_00360,192.168.1.154,8.8.8.8,akamai.net,CNAME,NOERROR,148,2.8464,0.5556,False,0.015,2026-08-26T14:15:40.191640+00:00
dns_benign_00361,192.168.1.177,8.8.8.8,bbc.com,AAAA,NOERROR,80,2.2359,0.1667,False,0.015,2026-08-26T14:15:40.434640+00:00
dns_benign_00362,192.168.1.178,8.8.8.8,notion.so,MX,NOERROR,60,2.4194,0.5,False,0.015,2026-08-26T14:15:40.600640+00:00
dns_benign_00363,192.168.1.29,8.8.8.8,cnet.com,CNAME,NOERROR,178,2.75,0.2857,False,0.015,2026-08-26T14:15:40.654640+00:00
dns_benign_00364,192.168.1.8,8.8.8.8,archive.org,MX,NOERROR,61,3.2776,0.4,False,0.015,2026-08-26T14:15:40.698640+00:00
dns_benign_00365,192.168.1.14,8.8.8.8,tripadvisor.com,MX,NOERROR,95,3.5069,0.3571,False,0.015,2026-08-26T14:15:40.878640+00:00
dns_benign_00366,192.168.1.57,8.8.8.8,pinterest.com,CNAME,NOERROR,100,3.3927,0.3333,False,0.015,2026-08-26T14:15:41.045640+00:00
dns_benign_00367,192.168.1.194,8.8.8.8,figma.com,MX,NOERROR,131,2.9477,0.375,False,0.015,2026-08-26T14:15:41.100640+00:00
dns_benign_00368,192.168.1.75,8.8.8.8,archlinux.org,AAAA,NOERROR,88,3.5466,0.3333,False,0.015,2026-08-26T14:15:41.391640+00:00
dns_benign_00369,192.168.1.87,8.8.8.8,theverge.com,A,NOERROR,171,3.1887,0.3636,False,0.015,2026-08-26T14:15:41.555640+00:00
dns_benign_00370,192.168.1.136,8.8.8.8,live.com,CNAME,NOERROR,81,3.0,0.4286,False,0.015,2026-08-26T14:15:41.690640+00:00
dns_benign_00371,192.168.1.244,8.8.8.8,signal.org,CNAME,NOERROR,115,3.1219,0.3333,False,0.015,2026-08-26T14:15:41.921640+00:00
dns_benign_00372,192.168.1.224,8.8.8.8,apache.org,A,NOERROR,99,3.1219,0.4444,False,0.015,2026-08-26T14:15:42.143640+00:00
dns_benign_00373,192.168.1.149,8.8.8.8,netlify.com,MX,NOERROR,51,3.4594,0.3,False,0.015,2026-08-26T14:15:42.241640+00:00
dns_benign_00374,192.168.1.81,8.8.8.8,cloud.google.com,AAAA,NOERROR,105,3.0,0.4286,False,0.015,2026-08-26T14:15:42.390640+00:00
dns_benign_00375,192.168.1.140,8.8.8.8,cnet.com,AAAA,NOERROR,170,2.75,0.2857,False,0.015,2026-08-26T14:15:42.649640+00:00
dns_benign_00376,192.168.1.226,8.8.8.8,bbc.com,AAAA,NOERROR,82,2.2359,0.1667,False,0.015,2026-08-26T14:15:42.789640+00:00
dns_benign_00377,192.168.1.6,8.8.8.8,telegram.org,A,NOERROR,111,3.085,0.3636,False,0.015,2026-08-26T14:15:42.952640+00:00
dns_benign_00378,192.168.1.67,8.8.8.8,theguardian.com,MX,NOERROR,138,3.7736,0.4286,False,0.015,2026-08-26T14:15:43.112640+00:00
dns_benign_00379,192.168.1.109,8.8.8.8,theguardian.com,CNAME,NOERROR,177,3.7736,0.4286,False,0.015,2026-08-26T14:15:43.311640+00:00
dns_benign_00380,192.168.1.124,8.8.8.8,espn.com,CNAME,NOERROR,70,3.0,0.2857,False,0.015,2026-08-26T14:15:43.571640+00:00
dns_benign_00381,192.168.1.127,8.8.8.8,stackoverflow.com,A,NOERROR,78,3.6901,0.3125,False,0.015,2026-08-26T14:15:43.812640+00:00
dns_benign_00382,192.168.1.60,8.8.8.8,cnn.com,A,NOERROR,162,2.2359,0.1667,False,0.015,2026-08-26T14:15:43.871640+00:00
dns_benign_00383,192.168.1.229,8.8.8.8,akamai.net,AAAA,NOERROR,158,2.8464,0.5556,False,0.015,2026-08-26T14:15:44.081640+00:00
dns_benign_00384,192.168.1.11,8.8.8.8,cnn.com,A,NOERROR,111,2.2359,0.1667,False,0.015,2026-08-26T14:15:44.367640+00:00
dns_benign_00385,192.168.1.79,8.8.8.8,quora.com,A,NOERROR,176,2.9477,0.5,False,0.015,2026-08-26T14:15:44.590640+00:00
dns_benign_00386,192.168.1.193,8.8.8.8,instagram.com,CNAME,NOERROR,109,3.3927,0.3333,False,0.015,2026-08-26T14:15:44.682640+00:00
dns_benign_00387,192.168.1.114,8.8.8.8,github.io,AAAA,NOERROR,73,2.9477,0.5,False,0.015,2026-08-26T14:15:44.762640+00:00
dns_benign_00388,192.168.1.56,8.8.8.8,disneyplus.com,MX,NOERROR,62,3.6645,0.3077,False,0.015,2026-08-26T14:15:44.961640+00:00
dns_benign_00389,192.168.1.139,8.8.8.8,reuters.com,MX,NOERROR,75,3.0958,0.4,False,0.015,2026-08-26T14:15:45.038640+00:00
dns_benign_00390,192.168.1.100,8.8.8.8,centos.org,A,NOERROR,95,3.1219,0.3333,False,0.015,2026-08-26T14:15:45.130640+00:00
dns_benign_00391,192.168.1.24,8.8.8.8,linkedin.com,AAAA,NOERROR,147,3.2516,0.3636,False,0.015,2026-08-26T14:15:45.362640+00:00
dns_benign_00392,192.168.1.87,8.8.8.8,archive.org,CNAME,NOERROR,131,3.2776,0.4,False,0.015,2026-08-26T14:15:45.413640+00:00
dns_benign_00393,192.168.1.250,8.8.8.8,medium.com,CNAME,NOERROR,111,2.8464,0.4444,False,0.015,2026-08-26T14:15:45.591640+00:00
dns_benign_00394,192.168.1.103,8.8.8.8,espn.com,AAAA,NOERROR,142,3.0,0.2857,False,0.015,2026-08-26T14:15:45.720640+00:00
dns_benign_00395,192.168.1.67,8.8.8.8,cdc.gov,AAAA,NOERROR,172,2.5216,0.1667,False,0.015,2026-08-26T14:15:46.019640+00:00
dns_benign_00396,192.168.1.70,8.8.8.8,zoom.us,A,NOERROR,95,2.5216,0.5,False,0.015,2026-08-26T14:15:46.290640+00:00
dns_benign_00397,192.168.1.206,8.8.8.8,render.com,CNAME,NOERROR,125,2.9219,0.3333,False,0.015,2026-08-26T14:15:46.478640+00:00
dns_benign_00398,192.168.1.218,8.8.8.8,quad9.net,CNAME,NOERROR,150,3.1699,0.4286,False,0.015,2026-08-26T14:15:46.661640+00:00
dns_benign_00399,192.168.1.4,8.8.8.8,apple.com,AAAA,NOERROR,46,2.9477,0.375,False,0.015,2026-08-26T14:15:46.918640+00:00
dns_benign_00400,192.168.1.155,8.8.8.8,zoom.us,MX,NOERROR,80,2.5216,0.5,False,0.015,2026-08-26T14:15:47.002640+00:00
dns_benign_00401,192.168.1.200,8.8.8.8,cnet.com,AAAA,NOERROR,101,2.75,0.2857,False,0.015,2026-08-26T14:15:47.119640+00:00
dns_benign_00402,192.168.1.152,8.8.8.8,figma.com,MX,NOERROR,113,2.9477,0.375,False,0.015,2026-08-26T14:15:47.351640+00:00
dns_benign_00403,192.168.1.27,8.8.8.8,instacart.com,MX,NOERROR,98,3.2389,0.3333,False,0.015,2026-08-26T14:15:47.455640+00:00
dns_benign_00404,192.168.1.137,8.8.8.8,figma.com,AAAA,NOERROR,139,2.9477,0.375,False,0.015,2026-08-26T14:15:47.694640+00:00
dns_benign_00405,192.168.1.150,8.8.8.8,oracle.com,CNAME,NOERROR,160,2.9219,0.4444,False,0.015,2026-08-26T14:15:47.762640+00:00
dns_benign_00406,192.168.1.151,8.8.8.8,canva.com,AAAA,NOERROR,111,2.7255,0.375,False,0.015,2026-08-26T14:15:47.812640+00:00
dns_benign_00407,192.168.1.185,8.8.8.8,accuweather.com,A,NOERROR,149,3.3232,0.4286,False,0.015,2026-08-26T14:15:47.867640+00:00
dns_benign_00408,192.168.1.141,8.8.8.8,amazon.com,A,NOERROR,62,2.7219,0.4444,False,0.015,2026-08-26T14:15:48.091640+00:00
dns_benign_00409,192.168.1.207,8.8.8.8,theguardian.com,CNAME,NOERROR,49,3.7736,0.4286,False,0.015,2026-08-26T14:15:48.227640+00:00
dns_benign_00410,192.168.1.210,8.8.8.8,debian.org,CNAME,NOERROR,114,3.3219,0.4444,False,0.015,2026-08-26T14:15:48.390640+00:00
dns_benign_00411,192.168.1.192,8.8.8.8,heroku.com,MX,NOERROR,163,3.1219,0.4444,False,0.015,2026-08-26T14:15:48.526640+00:00
dns_benign_00412,192.168.1.178,8.8.8.8,youtube.com,MX,NOERROR,89,3.0958,0.5,False,0.015,2026-08-26T14:15:48.583640+00:00
dns_benign_00413,192.168.1.148,8.8.8.8,aws.amazon.com,CNAME,NOERROR,130,3.0391,0.4167,False,0.015,2026-08-26T14:15:48.872640+00:00
dns_benign_00414,192.168.1.209,8.8.8.8,centos.org,AAAA,NOERROR,135,3.1219,0.3333,False,0.015,2026-08-26T14:15:48.975640+00:00
dns_benign_00415,192.168.1.158,8.8.8.8,ubuntu.com,MX,NOERROR,154,2.8464,0.4444,False,0.015,2026-08-26T14:15:49.145640+00:00
dns_benign_00416,192.168.1.37,8.8.8.8,archlinux.org,A,NOERROR,166,3.5466,0.3333,False,0.015,2026-08-26T14:15:49.353640+00:00
dns_benign_00417,192.168.1.113,8.8.8.8,digitalocean.com,AAAA,NOERROR,166,3.5,0.4667,False,0.015,2026-08-26T14:15:49.574640+00:00
dns_benign_00418,192.168.1.130,8.8.8.8,wordpress.org,A,NOERROR,48,3.027,0.25,False,0.015,2026-08-26T14:15:49.789640+00:00
dns_benign_00419,192.168.1.249,8.8.8.8,reuters.com,A,NOERROR,159,3.0958,0.4,False,0.015,2026-08-26T14:15:49.886640+00:00
dns_benign_00420,192.168.1.80,8.8.8.8,kernel.org,MX,NOERROR,117,2.9219,0.3333,False,0.015,2026-08-26T14:15:50.030640+00:00
dns_benign_00421,192.168.1.49,8.8.8.8,ebay.com,AAAA,NOERROR,125,3.0,0.4286,False,0.015,2026-08-26T14:15:50.233640+00:00
dns_benign_00422,192.168.1.106,8.8.8.8,asana.com,AAAA,NOERROR,103,2.6416,0.5,False,0.015,2026-08-26T14:15:50.333640+00:00
dns_benign_00423,192.168.1.73,8.8.8.8,bloomberg.com,MX,NOERROR,68,3.027,0.3333,False,0.015,2026-08-26T14:15:50.456640+00:00
dns_benign_00424,192.168.1.25,8.8.8.8,github.com,MX,NOERROR,48,3.3219,0.3333,False,0.015,2026-08-26T14:15:50.519640+00:00
dns_benign_00425,192.168.1.249,8.8.8.8,stripe.com,A,NOERROR,77,3.3219,0.3333,False,0.015,2026-08-26T14:15:50.797640+00:00
dns_benign_00426,192.168.1.169,8.8.8.8,booking.com,CNAME,NOERROR,159,3.0272,0.4,False,0.015,2026-08-26T14:15:50.982640+00:00
dns_benign_00427,192.168.1.21,8.8.8.8,ibm.com,AAAA,NOERROR,55,2.5216,0.3333,False,0.015,2026-08-26T14:15:51.229640+00:00
dns_benign_00428,192.168.1.201,8.8.8.8,heroku.com,CNAME,NOERROR,117,3.1219,0.4444,False,0.015,2026-08-26T14:15:51.407640+00:00
dns_benign_00429,192.168.1.237,8.8.8.8,imdb.com,CNAME,NOERROR,89,2.75,0.2857,False,0.015,2026-08-26T14:15:51.493640+00:00
dns_benign_00430,192.168.1.184,8.8.8.8,apache.org,CNAME,NOERROR,83,3.1219,0.4444,False,0.015,2026-08-26T14:15:51.658640+00:00
dns_benign_00431,192.168.1.56,8.8.8.8,booking.com,MX,NOERROR,88,3.0272,0.4,False,0.015,2026-08-26T14:15:51.801640+00:00
dns_benign_00432,192.168.1.93,8.8.8.8,disneyplus.com,MX,NOERROR,170,3.6645,0.3077,False,0.015,2026-08-26T14:15:52.082640+00:00
dns_benign_00433,192.168.1.55,8.8.8.8,expedia.com,A,NOERROR,80,3.2776,0.5,False,0.015,2026-08-26T14:15:52.185640+00:00
dns_benign_00434,192.168.1.85,8.8.8.8,vercel.com,MX,NOERROR,115,2.9219,0.3333,False,0.015,2026-08-26T14:15:52.437640+00:00
dns_benign_00435,192.168.1.184,8.8.8.8,ibm.com,MX,NOERROR,69,2.5216,0.3333,False,0.015,2026-08-26T14:15:52.710640+00:00
dns_benign_00436,192.168.1.134,8.8.8.8,quad9.net,AAAA,NOERROR,61,3.1699,0.4286,False,0.015,2026-08-26T14:15:52.792640+00:00
dns_benign_00437,192.168.1.11,8.8.8.8,cisco.com,CNAME,NOERROR,63,2.4194,0.375,False,0.015,2026-08-26T14:15:53.071640+00:00
dns_benign_00438,192.168.1.188,8.8.8.8,engadget.com,A,NOERROR,74,3.2516,0.3636,False,0.015,2026-08-26T14:15:53.112640+00:00
dns_benign_00439,192.168.1.21,8.8.8.8,facebook.com,CNAME,NOERROR,147,3.0221,0.4545,False,0.015,2026-08-26T14:15:53.365640+00:00
dns_benign_00440,192.168.1.99,8.8.8.8,fastapi.tiangolo.com,A,NOERROR,71,3.5464,0.4444,False,0.015,2026-08-26T14:15:53.536640+00:00
dns_benign_00441,192.168.1.17,8.8.8.8,docker.com,MX,NOERROR,137,2.9219,0.3333,False,0.015,2026-08-26T14:15:53.834640+00:00
dns_benign_00442,192.168.1.189,8.8.8.8,spotify.com,CNAME,NOERROR,170,3.2776,0.3,False,0.015,2026-08-26T14:15:54.029640+00:00
dns_benign_00443,192.168.1.189,8.8.8.8,cisco.com,CNAME,NOERROR,92,2.4194,0.375,False,0.015,2026-08-26T14:15:54.177640+00:00
dns_benign_00444,192.168.1.186,8.8.8.8,cnet.com,MX,NOERROR,119,2.75,0.2857,False,0.015,2026-08-26T14:15:54.340640+00:00
dns_benign_00445,192.168.1.3,8.8.8.8,techcrunch.com,A,NOERROR,165,3.0931,0.2308,False,0.015,2026-08-26T14:15:54.633640+00:00
dns_benign_00446,192.168.1.39,8.8.8.8,alibaba.com,CNAME,NOERROR,107,2.8454,0.5,False,0.015,2026-08-26T14:15:54.734640+00:00
dns_benign_00447,192.168.1.240,8.8.8.8,cloudflare-dns.com,A,NOERROR,85,3.7255,0.3125,False,0.015,2026-08-26T14:15:54.862640+00:00
dns_benign_00448,192.168.1.168,8.8.8.8,cdc.gov,A,NOERROR,86,2.5216,0.1667,False,0.015,2026-08-26T14:15:54.946640+00:00
dns_benign_00449,192.168.1.125,8.8.8.8,cnn.com,A,NOERROR,149,2.2359,0.1667,False,0.015,2026-08-26T14:15:55.070640+00:00
dns_benign_00450,192.168.1.188,8.8.8.8,theguardian.com,A,NOERROR,82,3.7736,0.4286,False,0.015,2026-08-26T14:15:55.317640+00:00
dns_benign_00451,192.168.1.235,8.8.8.8,cdnjs.cloudflare.com,AAAA,NOERROR,100,3.6842,0.2778,False,0.015,2026-08-26T14:15:55.577640+00:00
dns_benign_00452,192.168.1.18,8.8.8.8,techcrunch.com,MX,NOERROR,123,3.0931,0.2308,False,0.015,2026-08-26T14:15:55.801640+00:00
dns_benign_00453,192.168.1.213,8.8.8.8,who.int,AAAA,NOERROR,72,2.8074,0.3333,False,0.015,2026-08-26T14:15:56.047640+00:00
dns_benign_00454,192.168.1.5,8.8.8.8,jira.atlassian.com,AAAA,NOERROR,165,3.3921,0.4375,False,0.015,2026-08-26T14:15:56.087640+00:00
dns_benign_00455,192.168.1.195,8.8.8.8,jira.atlassian.com,A,NOERROR,159,3.3921,0.4375,False,0.015,2026-08-26T14:15:56.131640+00:00
dns_benign_00456,192.168.1.64,8.8.8.8,trello.com,MX,NOERROR,178,2.9219,0.3333,False,0.015,2026-08-26T14:15:56.194640+00:00
dns_benign_00457,192.168.1.163,8.8.8.8,discord.com,MX,NOERROR,156,2.914,0.3,False,0.015,2026-08-26T14:15:56.265640+00:00
dns_benign_00458,192.168.1.11,8.8.8.8,wordpress.org,MX,NOERROR,53,3.027,0.25,False,0.015,2026-08-26T14:15:56.420640+00:00
dns_benign_00459,192.168.1.131,8.8.8.8,kernel.org,CNAME,NOERROR,84,2.9219,0.3333,False,0.015,2026-08-26T14:15:56.580640+00:00
dns_benign_00460,192.168.1.186,8.8.8.8,engadget.com,CNAME,NOERROR,157,3.2516,0.3636,False,0.015,2026-08-26T14:15:56.842640+00:00
dns_benign_00461,192.168.1.177,8.8.8.8,azure.microsoft.com,AAAA,NOERROR,149,3.5766,0.4118,False,0.015,2026-08-26T14:15:57.091640+00:00
dns_benign_00462,192.168.1.220,8.8.8.8,wikipedia.org,MX,NOERROR,118,3.3347,0.5,False,0.015,2026-08-26T14:15:57.308640+00:00
dns_benign_00463,192.168.1.89,8.8.8.8,trello.com,MX,NOERROR,126,2.9219,0.3333,False,0.015,2026-08-26T14:15:57.485640+00:00
dns_benign_00464,192.168.1.111,8.8.8.8,office.com,MX,NOERROR,146,2.7219,0.4444,False,0.015,2026-08-26T14:15:57.751640+00:00
dns_benign_00465,192.168.1.72,8.8.8.8,lyft.com,A,NOERROR,175,3.0,0.1429,False,0.015,2026-08-26T14:15:57.975640+00:00
dns_benign_00466,192.168.1.28,8.8.8.8,zdnet.com,MX,NOERROR,114,3.1699,0.25,False,0.015,2026-08-26T14:15:58.097640+00:00
dns_benign_00467,192.168.1.149,8.8.8.8,arstechnica.com,CNAME,NOERROR,45,3.4566,0.3571,False,0.015,2026-08-26T14:15:58.392640+00:00
dns_benign_00468,192.168.1.80,8.8.8.8,dropbox.com,CNAME,NOERROR,78,3.0272,0.3,False,0.015,2026-08-26T14:15:58.452640+00:00
dns_benign_00469,192.168.1.49,8.8.8.8,wikipedia.org,MX,NOERROR,90,3.3347,0.5,False,0.015,2026-08-26T14:15:58.568640+00:00
dns_benign_00470,192.168.1.59,8.8.8.8,bestbuy.com,A,NOERROR,100,3.2776,0.3,False,0.015,2026-08-26T14:15:58.811640+00:00
dns_benign_00471,192.168.1.192,8.8.8.8,digitalocean.com,MX,NOERROR,110,3.5,0.4667,False,0.015,2026-08-26T14:15:58.915640+00:00
dns_benign_00472,192.168.1.245,8.8.8.8,wordpress.org,CNAME,NOERROR,158,3.027,0.25,False,0.015,2026-08-26T14:15:59.131640+00:00
dns_benign_00473,192.168.1.4,8.8.8.8,docker.com,A,NOERROR,163,2.9219,0.3333,False,0.015,2026-08-26T14:15:59.285640+00:00
dns_benign_00474,192.168.1.196,8.8.8.8,accuweather.com,A,NOERROR,142,3.3232,0.4286,False,0.015,2026-08-26T14:15:59.457640+00:00
dns_benign_00475,192.168.1.24,8.8.8.8,cloudflare-dns.com,MX,NOERROR,176,3.7255,0.3125,False,0.015,2026-08-26T14:15:59.613640+00:00
dns_benign_00476,192.168.1.167,8.8.8.8,live.com,AAAA,NOERROR,114,3.0,0.4286,False,0.015,2026-08-26T14:15:59.828640+00:00
dns_benign_00477,192.168.1.192,8.8.8.8,cnn.com,MX,NOERROR,139,2.2359,0.1667,False,0.015,2026-08-26T14:16:00.106640+00:00
dns_benign_00478,192.168.1.89,8.8.8.8,bing.com,AAAA,NOERROR,168,3.0,0.2857,False,0.015,2026-08-26T14:16:00.208640+00:00
dns_benign_00479,192.168.1.186,8.8.8.8,wikipedia.org,CNAME,NOERROR,98,3.3347,0.5,False,0.015,2026-08-26T14:16:00.260640+00:00
dns_benign_00480,192.168.1.238,8.8.8.8,hbomax.com,MX,NOERROR,98,2.9219,0.3333,False,0.015,2026-08-26T14:16:00.504640+00:00
dns_benign_00481,192.168.1.128,8.8.8.8,office.com,MX,NOERROR,104,2.7219,0.4444,False,0.015,2026-08-26T14:16:00.643640+00:00
dns_benign_00482,192.168.1.35,8.8.8.8,supabase.com,AAAA,NOERROR,135,3.2516,0.4545,False,0.015,2026-08-26T14:16:00.794640+00:00
dns_benign_00483,192.168.1.199,8.8.8.8,adobe.com,AAAA,NOERROR,164,2.9477,0.5,False,0.015,2026-08-26T14:16:01.038640+00:00
dns_benign_00484,192.168.1.203,8.8.8.8,netlify.com,AAAA,NOERROR,172,3.4594,0.3,False,0.015,2026-08-26T14:16:01.149640+00:00
dns_benign_00485,192.168.1.88,8.8.8.8,pinterest.com,AAAA,NOERROR,71,3.3927,0.3333,False,0.015,2026-08-26T14:16:01.279640+00:00
dns_benign_00486,192.168.1.209,8.8.8.8,stackoverflow.com,AAAA,NOERROR,165,3.6901,0.3125,False,0.015,2026-08-26T14:16:01.337640+00:00
dns_benign_00487,192.168.1.141,8.8.8.8,google.com,CNAME,NOERROR,81,2.6464,0.4444,False,0.015,2026-08-26T14:16:01.404640+00:00
dns_benign_00488,192.168.1.241,8.8.8.8,fastapi.tiangolo.com,A,NOERROR,97,3.5464,0.4444,False,0.015,2026-08-26T14:16:01.550640+00:00
dns_benign_00489,192.168.1.70,8.8.8.8,youtube.com,AAAA,NOERROR,93,3.0958,0.5,False,0.015,2026-08-26T14:16:01.818640+00:00
dns_benign_00490,192.168.1.196,8.8.8.8,vercel.com,AAAA,NOERROR,76,2.9219,0.3333,False,0.015,2026-08-26T14:16:01.977640+00:00
dns_benign_00491,192.168.1.73,8.8.8.8,telegram.org,CNAME,NOERROR,147,3.085,0.3636,False,0.015,2026-08-26T14:16:02.124640+00:00
dns_benign_00492,192.168.1.94,8.8.8.8,bing.com,MX,NOERROR,48,3.0,0.2857,False,0.015,2026-08-26T14:16:02.206640+00:00
dns_benign_00493,192.168.1.58,8.8.8.8,theverge.com,MX,NOERROR,70,3.1887,0.3636,False,0.015,2026-08-26T14:16:02.383640+00:00
dns_benign_00494,192.168.1.241,8.8.8.8,cdc.gov,A,NOERROR,167,2.5216,0.1667,False,0.015,2026-08-26T14:16:02.613640+00:00
dns_benign_00495,192.168.1.170,8.8.8.8,shopify.com,MX,NOERROR,49,3.2776,0.3,False,0.015,2026-08-26T14:16:02.868640+00:00
dns_benign_00496,192.168.1.96,8.8.8.8,archlinux.org,CNAME,NOERROR,123,3.5466,0.3333,False,0.015,2026-08-26T14:16:03.105640+00:00
dns_benign_00497,192.168.1.214,8.8.8.8,paramountplus.com,AAAA,NOERROR,69,3.4992,0.375,False,0.015,2026-08-26T14:16:03.299640+00:00
dns_benign_00498,192.168.1.172,8.8.8.8,engadget.com,AAAA,NOERROR,163,3.2516,0.3636,False,0.015,2026-08-26T14:16:03.527640+00:00
dns_benign_00499,192.168.1.76,8.8.8.8,forbes.com,A,NOERROR,127,3.1219,0.3333,False,0.015,2026-08-26T14:16:03.647640+00:00
dns_benign_00500,192.168.1.39,8.8.8.8,disneyplus.com,MX,NOERROR,95,3.6645,0.3077,False,0.015,2026-08-26T14:16:03.792640+00:00
dns_benign_00501,192.168.1.137,8.8.8.8,twitch.tv,CNAME,NOERROR,97,2.6416,0.125,False,0.015,2026-08-26T14:16:04.051640+00:00
dns_benign_00502,192.168.1.248,8.8.8.8,hbomax.com,AAAA,NOERROR,179,2.9219,0.3333,False,0.015,2026-08-26T14:16:04.225640+00:00
dns_benign_00503,192.168.1.207,8.8.8.8,booking.com,A,NOERROR,101,3.0272,0.4,False,0.015,2026-08-26T14:16:04.374640+00:00
dns_benign_00504,192.168.1.235,8.8.8.8,bestbuy.com,MX,NOERROR,177,3.2776,0.3,False,0.015,2026-08-26T14:16:04.647640+00:00
dns_benign_00505,192.168.1.56,8.8.8.8,lyft.com,A,NOERROR,140,3.0,0.1429,False,0.015,2026-08-26T14:16:04.798640+00:00
dns_benign_00506,192.168.1.44,8.8.8.8,docker.com,A,NOERROR,175,2.9219,0.3333,False,0.015,2026-08-26T14:16:04.849640+00:00
dns_benign_00507,192.168.1.150,8.8.8.8,cdc.gov,MX,NOERROR,133,2.5216,0.1667,False,0.015,2026-08-26T14:16:05.080640+00:00
dns_benign_00508,192.168.1.22,8.8.8.8,accuweather.com,A,NOERROR,77,3.3232,0.4286,False,0.015,2026-08-26T14:16:05.305640+00:00
dns_benign_00509,192.168.1.103,8.8.8.8,youtube.com,MX,NOERROR,156,3.0958,0.5,False,0.015,2026-08-26T14:16:05.514640+00:00
dns_benign_00510,192.168.1.173,8.8.8.8,booking.com,A,NOERROR,148,3.0272,0.4,False,0.015,2026-08-26T14:16:05.761640+00:00
dns_benign_00511,192.168.1.78,8.8.8.8,gitlab.com,MX,NOERROR,151,3.3219,0.3333,False,0.015,2026-08-26T14:16:06.035640+00:00
dns_benign_00512,192.168.1.224,8.8.8.8,zoom.us,CNAME,NOERROR,154,2.5216,0.5,False,0.015,2026-08-26T14:16:06.316640+00:00
dns_benign_00513,192.168.1.145,8.8.8.8,live.com,CNAME,NOERROR,67,3.0,0.4286,False,0.015,2026-08-26T14:16:06.482640+00:00
dns_benign_00514,192.168.1.137,8.8.8.8,stackoverflow.com,CNAME,NOERROR,92,3.6901,0.3125,False,0.015,2026-08-26T14:16:06.522640+00:00
dns_benign_00515,192.168.1.221,8.8.8.8,live.com,MX,NOERROR,142,3.0,0.4286,False,0.015,2026-08-26T14:16:06.720640+00:00
dns_benign_00516,192.168.1.28,8.8.8.8,yahoo.com,CNAME,NOERROR,135,2.6416,0.5,False,0.015,2026-08-26T14:16:06.846640+00:00
dns_benign_00517,192.168.1.234,8.8.8.8,docker.com,MX,NOERROR,120,2.9219,0.3333,False,0.015,2026-08-26T14:16:07.091640+00:00
dns_benign_00518,192.168.1.175,8.8.8.8,shopify.com,MX,NOERROR,103,3.2776,0.3,False,0.015,2026-08-26T14:16:07.236640+00:00
dns_benign_00519,192.168.1.88,8.8.8.8,bestbuy.com,CNAME,NOERROR,46,3.2776,0.3,False,0.015,2026-08-26T14:16:07.407640+00:00
dns_benign_00520,192.168.1.146,8.8.8.8,stripe.com,CNAME,NOERROR,127,3.3219,0.3333,False,0.015,2026-08-26T14:16:07.549640+00:00
dns_benign_00521,192.168.1.94,8.8.8.8,reuters.com,MX,NOERROR,139,3.0958,0.4,False,0.015,2026-08-26T14:16:07.735640+00:00
dns_benign_00522,192.168.1.122,8.8.8.8,linkedin.com,A,NOERROR,176,3.2516,0.3636,False,0.015,2026-08-26T14:16:07.876640+00:00
dns_benign_00523,192.168.1.10,8.8.8.8,notion.so,A,NOERROR,83,2.4194,0.5,False,0.015,2026-08-26T14:16:08.167640+00:00
dns_benign_00524,192.168.1.171,8.8.8.8,microsoft.com,AAAA,NOERROR,164,3.027,0.3333,False,0.015,2026-08-26T14:16:08.253640+00:00
dns_benign_00525,192.168.1.173,8.8.8.8,medium.com,MX,NOERROR,101,2.8464,0.4444,False,0.015,2026-08-26T14:16:08.397640+00:00
dns_benign_00526,192.168.1.190,8.8.8.8,akamai.net,MX,NOERROR,163,2.8464,0.5556,False,0.015,2026-08-26T14:16:08.522640+00:00
dns_benign_00527,192.168.1.182,8.8.8.8,hbomax.com,AAAA,NOERROR,88,2.9219,0.3333,False,0.015,2026-08-26T14:16:08.666640+00:00
dns_benign_00528,192.168.1.237,8.8.8.8,ubuntu.com,MX,NOERROR,113,2.8464,0.4444,False,0.015,2026-08-26T14:16:08.810640+00:00
dns_benign_00529,192.168.1.18,8.8.8.8,walmart.com,MX,NOERROR,145,3.0958,0.3,False,0.015,2026-08-26T14:16:08.959640+00:00
